student_id,subject,topic,previous_score,study_hours,attempts,difficulty,confidence_level,days_since_revision,attendance,quiz_score,target_score
STU01113,ML,NeuralNets,42.54,2.59,10,Medium,Low,40,56.91,55.11,28.46
STU01161,Python,Exceptions,81.57,2.29,19,Easy,Medium,39,77.92,94.96,63.84
STU01067,Python,Loops,28.46,5.14,9,Easy,High,28,77.51,41.84,37.48
STU01289,DSA,Queue,63.33,4.16,14,Easy,Medium,57,65.07,56.84,51.29
STU01345,OS,Deadlock,63.78,0.98,14,Hard,Medium,58,93.7,58.08,37.99
STU01465,DSA,LinkedList,74.05,1.15,19,Medium,Medium,51,73.56,99.25,41.57
STU01349,DBMS,ER-Model,78.71,2.76,15,Hard,Low,3,100.0,81.07,46.4
STU01447,Python,OOP,46.38,2.26,1,Easy,Medium,40,66.61,66.1,36.92
STU01257,Aptitude,Permutation,65.59,14.67,17,Hard,High,33,68.86,55.59,57.96
STU01135,DBMS,Transactions,59.43,0.2,15,Easy,High,1,99.58,61.15,89.69
STU01472,CN,Security,71.05,2.69,9,Medium,Low,20,89.68,63.19,43.98
STU01089,DSA,Tree,38.81,0.74,14,Medium,Medium,6,63.83,20.27,28.26
STU01081,Python,Loops,61.43,3.13,17,Medium,High,55,70.4,62.52,49.29
STU01038,DSA,Tree,72.22,0.25,2,Medium,High,24,100.0,78.76,71.31
STU01101,Python,Loops,29.13,0.83,19,Easy,Low,55,79.47,22.73,22.02
STU01186,Aptitude,Algebra,47.19,9.01,4,Medium,Medium,21,80.36,45.24,56.08
STU01114,OS,Memory,36.53,4.03,19,Medium,Medium,1,59.34,36.04,33.71
STU01355,CN,Bandwidth,43.47,0.4,7,Easy,Low,3,94.32,54.18,47.93
STU01428,OS,Deadlock,83.37,1.6,6,Hard,High,13,87.92,81.55,70.63
STU01055,ML,Classification,88.63,1.37,3,Medium,Low,12,99.92,100.0,60.64
STU01097,DBMS,Transactions,51.47,2.5,6,Easy,Medium,22,74.76,65.32,45.21
STU01266,CN,Bandwidth,46.0,5.48,5,Medium,Low,36,91.55,67.47,43.96
STU01134,Aptitude,Geometry,24.46,6.44,7,Easy,Low,34,72.27,11.41,22.0
STU01023,Aptitude,Permutation,57.02,3.26,2,Easy,Medium,47,74.14,64.17,46.93
STU01271,DSA,Graph,44.16,2.79,12,Easy,High,26,76.71,32.08,55.44
STU01126,CN,Routing,82.61,0.34,1,Medium,High,10,62.1,82.4,62.85
STU01162,Python,Functions,51.63,0.31,10,Hard,High,22,67.81,66.27,31.13
STU01101,DSA,Sorting,74.8,2.93,15,Medium,High,19,78.04,72.79,73.82
STU01462,Python,Exceptions,57.01,0.3,8,Easy,Medium,15,74.02,61.53,55.17
STU01243,DBMS,Indexing,32.23,1.04,17,Medium,High,26,96.15,33.94,38.77
STU01496,DSA,Sorting,40.47,7.83,2,Medium,High,60,84.94,26.84,28.34
STU01010,ML,Regression,60.85,2.27,10,Medium,High,54,72.89,81.62,62.49
STU01246,DSA,Searching,100.0,0.78,10,Medium,Medium,51,84.88,100.0,55.7
STU01347,ML,NeuralNets,85.43,5.39,20,Medium,Low,50,60.85,86.16,41.78
STU01093,OS,Scheduling,52.22,0.45,7,Hard,Low,42,68.95,49.57,0.0
STU01288,DBMS,Transactions,95.58,0.96,11,Medium,Low,2,82.9,100.0,58.04
STU01371,CN,Security,88.16,7.5,6,Easy,Low,30,83.62,80.49,76.97
STU01463,CN,DNS,33.17,4.53,11,Hard,Medium,40,73.5,18.99,0.06
STU01418,Python,Functions,44.18,2.6,6,Easy,Low,5,95.28,40.29,27.55
STU01479,DBMS,Normalization,82.68,2.21,19,Easy,Low,45,95.83,73.54,52.15
STU01393,OS,FileSystem,58.75,0.91,6,Easy,Medium,26,67.88,57.47,47.92
STU01359,Aptitude,Geometry,80.89,2.36,9,Easy,Medium,14,58.09,82.15,63.32
STU01079,DSA,Tree,41.1,1.22,1,Hard,Medium,55,100.0,63.42,20.95
STU01412,CN,TCP-IP,64.2,0.99,19,Hard,Low,30,68.4,70.52,30.56
STU01423,DBMS,Normalization,48.86,3.79,14,Medium,Low,12,74.44,49.45,43.99
STU01143,OS,Processes,73.62,5.48,16,Easy,Low,28,71.73,72.64,54.43
STU01215,ML,Classification,38.61,3.02,12,Easy,Low,23,88.74,43.71,28.42
STU01047,Python,Decorators,52.68,2.14,9,Easy,Low,57,64.86,38.99,21.88
STU01100,Python,OOP,40.24,9.57,3,Hard,High,34,69.55,35.82,26.72
STU01309,CN,Routing,85.66,5.44,9,Hard,Medium,50,80.88,91.52,51.84
STU01264,CN,Routing,61.93,1.89,2,Easy,Low,52,100.0,79.49,41.04
STU01379,DSA,LinkedList,57.92,3.07,17,Medium,Medium,31,60.27,63.86,54.61
STU01055,DBMS,ER-Model,32.64,1.17,16,Medium,High,5,100.0,23.42,36.28
STU01323,ML,NeuralNets,62.7,0.84,15,Medium,Medium,6,72.45,69.0,53.43
STU01435,Aptitude,Percentage,82.08,2.24,11,Hard,High,33,54.53,83.34,60.38
STU01247,Python,Exceptions,73.43,9.12,1,Easy,Low,39,94.01,62.19,51.68
STU01173,ML,DecisionTrees,71.39,0.73,8,Medium,Low,20,52.38,75.16,40.89
STU01207,OS,Processes,98.45,2.32,8,Easy,Medium,15,96.32,100.0,83.85
STU01387,OS,Threads,75.4,0.81,3,Hard,High,27,84.46,70.02,37.58
STU01389,DSA,Queue,42.92,0.57,14,Medium,High,34,95.62,43.61,48.7
STU01060,ML,Classification,60.78,1.43,9,Hard,Low,22,75.57,72.97,18.9
STU01449,Python,Generators,74.22,3.59,2,Hard,High,29,94.07,90.42,53.61
STU01387,DBMS,Transactions,64.41,3.0,15,Hard,High,7,97.54,71.55,57.43
STU01420,OS,Scheduling,90.43,1.91,4,Easy,Medium,47,74.57,96.68,54.97
STU01334,CN,Protocols,52.05,2.2,11,Hard,High,53,83.84,46.45,33.07
STU01118,ML,Classification,15.11,0.93,6,Easy,Medium,48,91.52,19.42,16.93
STU01069,Python,Loops,66.72,10.91,13,Hard,High,47,50.42,75.0,54.19
STU01177,DBMS,ER-Model,65.45,2.32,3,Easy,Medium,17,73.76,82.2,54.88
STU01490,ML,NeuralNets,80.22,6.26,16,Hard,High,43,93.78,99.14,77.06
STU01431,DBMS,Transactions,59.92,4.64,15,Medium,High,13,74.41,55.17,64.92
STU01218,OS,FileSystem,30.05,1.81,6,Easy,Medium,3,61.36,29.57,30.76
STU01336,DBMS,Indexing,72.56,1.12,2,Hard,Medium,34,95.61,58.71,46.87
STU01292,ML,NeuralNets,19.62,1.21,19,Medium,Low,38,82.55,34.27,22.37
STU01382,Aptitude,Probability,96.14,8.13,4,Medium,Low,10,70.97,100.0,80.94
STU01262,ML,DecisionTrees,78.72,0.06,14,Hard,High,1,74.9,76.34,55.04
STU01146,DSA,Graph,73.52,0.07,15,Hard,Low,21,71.44,69.27,41.46
STU01440,DBMS,ER-Model,83.28,1.18,18,Easy,Medium,57,77.86,76.57,62.28
STU01095,Aptitude,Percentage,99.92,1.53,10,Hard,Low,5,79.55,100.0,57.97
STU01429,Python,Exceptions,40.72,0.77,11,Easy,Medium,8,85.4,59.1,51.22
STU01177,ML,Classification,52.7,6.56,17,Easy,Medium,15,54.27,71.31,55.28
STU01049,DSA,Graph,51.36,5.92,17,Hard,Medium,11,64.61,50.23,25.39
STU01244,Python,Exceptions,30.83,6.79,11,Hard,Medium,14,94.37,28.56,33.09
STU01305,ML,DecisionTrees,76.89,0.21,15,Medium,Medium,22,61.37,63.97,38.37
STU01212,ML,Regression,43.17,5.52,3,Easy,Medium,1,76.82,40.53,40.6
STU01357,DBMS,Transactions,67.48,0.13,5,Easy,Medium,60,74.33,88.95,32.76
STU01227,CN,DNS,85.69,3.54,12,Hard,High,19,93.23,96.87,66.19
STU01138,OS,FileSystem,35.73,5.26,16,Easy,Low,9,74.99,32.98,35.51
STU01223,Python,Loops,85.59,5.56,19,Medium,Low,42,51.29,88.49,65.1
STU01289,DSA,Queue,55.7,0.27,19,Easy,High,19,50.99,85.81,62.23
STU01016,OS,FileSystem,43.95,0.19,17,Easy,Low,29,79.37,60.9,33.78
STU01009,Aptitude,Percentage,20.6,1.06,15,Easy,High,17,68.03,36.61,39.14
STU01483,ML,Classification,45.44,2.61,18,Medium,Low,22,52.76,61.13,33.96
STU01082,Python,Loops,71.74,0.41,10,Medium,Low,41,61.9,79.41,35.99
STU01437,DBMS,SQL,100.0,0.28,17,Easy,Low,40,100.0,100.0,60.74
STU01224,Aptitude,Probability,59.98,0.49,10,Medium,Medium,54,86.92,81.25,44.53
STU01045,ML,Classification,98.48,4.85,3,Hard,Medium,22,84.16,100.0,55.72
STU01228,Aptitude,Algebra,46.55,0.79,11,Easy,High,18,74.51,45.01,61.91
STU01393,OS,Threads,90.28,2.01,7,Hard,Medium,27,73.98,94.04,48.47
STU01187,Python,OOP,62.43,2.72,11,Hard,Medium,47,90.63,50.41,30.05
STU01434,DBMS,Queries,100.0,2.64,6,Medium,Medium,50,67.6,97.45,46.25
STU01113,Python,Functions,87.86,0.82,19,Hard,Medium,59,72.99,89.41,52.49
STU01429,ML,Classification,58.43,0.51,10,Medium,Medium,53,94.84,74.88,35.94
STU01235,DBMS,Transactions,100.0,2.17,14,Easy,Medium,26,92.92,100.0,80.76
STU01082,Python,Loops,76.51,4.26,17,Medium,High,8,56.54,89.99,87.65
STU01305,Aptitude,Permutation,42.64,1.49,3,Medium,Low,6,83.38,55.24,38.26
STU01256,DSA,Stack,95.84,1.08,9,Hard,Low,53,53.39,100.0,30.94
STU01431,DBMS,Indexing,75.94,2.42,1,Hard,High,53,93.73,84.07,40.07
STU01291,CN,Routing,38.9,0.69,7,Easy,Medium,1,86.5,48.29,43.24
STU01430,ML,DecisionTrees,63.38,5.1,11,Hard,Low,59,89.18,74.74,25.86
STU01211,CN,Bandwidth,48.59,1.02,6,Easy,Low,38,85.98,64.52,32.04
STU01462,DBMS,Indexing,87.21,8.98,6,Hard,Low,58,86.92,100.0,49.43
STU01232,ML,Regression,64.81,2.23,10,Medium,High,8,90.0,78.71,57.15
STU01217,DBMS,Normalization,67.47,10.54,7,Medium,Medium,49,74.21,91.03,77.67
STU01142,Aptitude,Algebra,49.36,1.42,1,Hard,High,51,88.47,52.66,25.17
STU01070,DBMS,Queries,66.57,0.28,11,Easy,Low,26,87.09,63.97,39.69
STU01438,CN,Security,49.63,2.44,18,Easy,Medium,9,80.36,57.99,48.23
STU01477,OS,Deadlock,77.13,5.49,14,Hard,High,46,81.82,72.46,54.5
STU01207,DSA,Stack,100.0,2.76,9,Medium,High,7,75.25,100.0,73.54
STU01336,DBMS,SQL,78.49,1.95,7,Hard,High,18,64.8,80.08,56.3
STU01143,CN,TCP-IP,51.05,1.6,10,Hard,Low,1,73.12,45.57,24.26
STU01403,Python,Exceptions,81.66,5.56,2,Hard,High,4,81.39,85.92,69.83
STU01267,DSA,Stack,60.51,1.17,11,Hard,High,48,88.32,83.03,41.29
STU01119,CN,DNS,65.41,0.82,11,Medium,Medium,49,70.06,95.58,42.26
STU01280,DSA,Queue,74.89,1.14,16,Easy,Medium,57,96.83,71.68,49.42
STU01203,DBMS,ER-Model,74.27,0.64,19,Hard,Medium,48,77.72,72.79,32.06
STU01331,DBMS,ER-Model,75.12,8.88,3,Hard,Low,13,74.55,86.28,47.23
STU01124,CN,Security,63.73,6.26,8,Hard,Low,23,66.77,68.57,37.35
STU01374,DSA,LinkedList,36.8,0.06,14,Medium,High,53,85.26,47.08,35.4
STU01035,Aptitude,Algebra,54.16,0.55,9,Medium,Medium,22,61.4,49.08,28.19
STU01146,DSA,Stack,64.28,2.99,12,Easy,High,32,61.14,74.88,70.66
STU01002,DSA,Graph,59.76,1.31,3,Easy,Medium,8,75.71,38.43,47.02
STU01349,CN,TCP-IP,55.09,0.97,19,Medium,Medium,17,80.88,63.05,45.46
STU01315,ML,Clustering,88.56,2.86,17,Hard,Medium,30,54.25,99.17,68.69
STU01335,CN,Security,32.15,5.64,10,Easy,Low,13,67.17,37.8,33.63
STU01200,OS,Threads,62.34,0.22,19,Easy,Medium,6,67.82,64.96,45.01
STU01062,DBMS,Indexing,67.88,0.19,8,Medium,High,50,92.26,54.2,39.83
STU01055,OS,Threads,38.08,0.76,14,Medium,Low,40,83.69,44.71,18.74
STU01062,DBMS,Normalization,52.56,1.95,15,Easy,High,29,87.97,59.95,61.17
STU01033,CN,TCP-IP,48.06,2.85,17,Hard,Medium,52,77.33,62.43,29.9
STU01232,ML,DecisionTrees,71.47,0.18,19,Medium,Medium,39,66.98,81.63,49.83
STU01488,DSA,Tree,57.88,1.62,18,Hard,Low,14,97.84,73.31,30.65
STU01250,Python,Generators,100.0,0.82,17,Easy,High,36,87.21,100.0,94.04
STU01463,Aptitude,Permutation,53.01,0.16,17,Easy,Medium,22,85.49,75.27,64.56
STU01406,Python,OOP,73.2,4.44,20,Medium,Low,56,92.26,76.49,50.86
STU01436,CN,DNS,46.99,2.24,15,Easy,Low,50,78.28,51.78,29.18
STU01376,Aptitude,Probability,64.26,2.98,12,Hard,High,9,74.68,76.51,50.21
STU01486,ML,Clustering,78.86,0.53,13,Medium,High,56,79.75,80.72,50.42
STU01243,Python,OOP,65.92,3.46,11,Medium,High,26,63.48,63.24,66.53
STU01052,DBMS,Transactions,53.44,1.09,9,Hard,Medium,42,99.7,78.65,43.02
STU01345,ML,Regression,61.98,1.75,15,Hard,High,36,89.79,68.43,48.56
STU01188,OS,Processes,82.38,0.1,18,Medium,High,58,79.13,92.64,65.93
STU01144,DBMS,ER-Model,29.92,3.37,13,Easy,Low,42,72.85,29.36,26.43
STU01240,DSA,Arrays,52.92,3.69,8,Hard,Low,23,100.0,50.51,38.41
STU01253,DBMS,ER-Model,100.0,0.34,17,Hard,Medium,58,80.79,98.83,37.77
STU01359,Aptitude,Permutation,100.0,4.68,14,Medium,High,18,65.85,100.0,91.22
STU01202,Aptitude,Geometry,70.61,2.18,19,Medium,Low,47,76.37,75.2,36.31
STU01291,ML,Regression,59.62,1.57,6,Hard,High,5,83.34,52.43,30.97
STU01019,OS,Scheduling,100.0,5.2,6,Easy,Low,1,85.11,100.0,70.83
STU01048,DSA,Searching,29.45,0.46,18,Easy,Low,52,58.24,36.44,6.03
STU01369,OS,Processes,62.31,2.98,12,Hard,Medium,17,65.87,71.49,39.13
STU01489,Python,Loops,77.72,1.39,11,Medium,Medium,56,73.66,95.99,46.98
STU01241,CN,Routing,33.07,3.67,2,Medium,Low,48,59.04,48.57,5.09
STU01078,Aptitude,Geometry,58.72,1.61,5,Hard,Low,51,84.53,67.31,26.36
STU01050,ML,Regression,58.3,1.13,7,Medium,High,1,70.78,52.25,51.69
STU01251,DSA,Graph,64.67,1.64,8,Easy,High,58,55.86,65.52,44.97
STU01272,DBMS,ER-Model,76.68,0.07,3,Hard,Medium,54,74.6,74.12,21.67
STU01446,OS,Threads,28.08,0.19,15,Easy,High,25,83.05,44.45,48.53
STU01240,CN,Routing,57.21,1.89,6,Hard,Medium,25,55.38,53.76,32.37
STU01240,Aptitude,Probability,52.13,2.26,14,Hard,High,29,61.13,45.56,33.0
STU01336,CN,Protocols,37.8,0.77,17,Easy,Low,50,56.24,28.17,10.84
STU01486,DBMS,SQL,42.7,3.73,19,Medium,Medium,36,75.95,37.49,41.48
STU01347,Aptitude,Probability,68.69,0.21,9,Hard,Medium,57,77.52,83.31,25.3
STU01347,DBMS,Indexing,59.78,0.88,16,Easy,Low,31,63.71,67.64,38.01
STU01487,DBMS,SQL,100.0,0.31,19,Hard,Low,13,100.0,100.0,61.06
STU01030,Aptitude,Algebra,62.91,1.12,3,Hard,Medium,13,99.02,66.0,31.12
STU01439,Python,Generators,82.95,1.28,19,Hard,Medium,1,100.0,100.0,68.18
STU01213,DSA,LinkedList,54.81,0.45,17,Hard,High,7,64.71,67.35,35.44
STU01235,DBMS,Queries,82.89,0.48,3,Hard,Low,18,79.98,83.84,20.57
STU01444,DSA,LinkedList,75.77,0.36,2,Hard,Low,17,85.14,71.39,29.57
STU01118,ML,Clustering,44.26,0.66,2,Medium,High,40,81.57,35.66,33.35
STU01275,Python,Decorators,84.43,7.89,13,Medium,Low,27,82.24,88.88,62.4
STU01403,DSA,Arrays,33.12,0.5,18,Easy,Medium,45,90.76,38.82,44.51
STU01491,Aptitude,Geometry,57.98,0.67,11,Medium,High,13,50.97,66.75,54.61
STU01405,Python,Loops,72.08,1.93,9,Medium,Medium,2,71.21,79.68,60.77
STU01490,CN,Routing,74.74,1.14,15,Hard,Low,3,90.19,81.33,37.32
STU01196,Python,Functions,98.82,1.37,16,Easy,High,45,63.33,90.9,63.46
STU01357,OS,Memory,24.82,4.13,3,Easy,Medium,18,100.0,27.9,40.77
STU01263,DSA,Searching,33.85,3.38,11,Hard,Medium,46,52.74,43.66,12.55
STU01379,ML,DecisionTrees,84.39,4.75,10,Easy,Medium,48,63.54,85.12,53.13
STU01007,ML,DecisionTrees,14.15,0.0,19,Medium,Medium,22,53.91,0.0,4.07
STU01438,OS,Deadlock,55.27,0.45,19,Medium,Low,56,94.26,64.74,29.55
STU01200,DSA,Arrays,61.82,6.78,15,Hard,High,9,82.51,63.15,60.59
STU01126,OS,FileSystem,49.91,0.9,5,Easy,Medium,24,79.39,45.04,32.47
STU01349,CN,Protocols,73.78,2.09,16,Hard,High,20,55.51,90.81,57.66
STU01363,Aptitude,Permutation,78.42,1.61,9,Easy,High,34,59.39,78.63,80.73
STU01310,CN,Bandwidth,85.05,0.47,11,Hard,Medium,42,64.18,100.0,45.47
STU01347,Aptitude,Permutation,49.67,0.32,15,Easy,Medium,49,100.0,55.79,57.58
STU01318,Aptitude,Probability,62.4,0.46,18,Easy,Low,51,87.48,66.35,25.52
STU01253,DSA,Graph,74.2,1.47,6,Hard,Low,13,77.77,82.79,29.08
STU01020,DBMS,SQL,60.49,2.91,5,Medium,High,38,89.29,51.57,43.51
STU01481,DBMS,Queries,65.38,2.87,14,Hard,High,46,89.59,64.64,50.38
STU01061,DBMS,ER-Model,45.39,7.16,9,Hard,Medium,4,74.74,37.24,40.94
STU01231,Aptitude,Permutation,100.0,0.0,15,Easy,Medium,1,84.67,100.0,88.23
STU01376,ML,Clustering,72.14,0.2,2,Hard,High,44,77.0,61.49,34.07
STU01126,Python,OOP,68.29,4.8,2,Hard,Low,0,54.37,85.64,35.85
STU01137,DBMS,Indexing,71.46,8.4,7,Hard,Low,35,71.06,72.72,48.6
STU01090,DSA,Arrays,55.79,0.64,6,Hard,High,36,66.05,50.37,34.1
STU01434,Aptitude,Percentage,61.17,3.75,5,Hard,Medium,17,77.11,61.15,54.77
STU01288,ML,DecisionTrees,40.87,13.88,16,Easy,Medium,46,100.0,40.26,67.88
STU01299,OS,FileSystem,76.19,3.21,1,Easy,Medium,50,77.25,80.34,27.27
STU01074,CN,Security,81.64,1.17,10,Medium,Medium,15,83.07,71.04,52.12
STU01444,Python,Decorators,61.26,2.73,13,Medium,Medium,19,92.62,66.93,50.47
STU01303,Python,Decorators,38.24,2.8,19,Medium,Medium,31,82.94,28.47,23.83
STU01323,DBMS,Indexing,58.89,0.26,10,Medium,Low,54,75.43,53.02,16.23
STU01497,DBMS,Queries,56.38,0.77,12,Easy,Low,26,58.03,55.42,43.92
STU01061,Aptitude,Algebra,47.61,6.05,14,Medium,High,11,85.89,66.52,64.41
STU01450,OS,FileSystem,73.38,0.96,20,Medium,High,2,70.07,70.15,65.5
STU01436,OS,Memory,60.74,1.45,16,Hard,Medium,35,69.49,76.13,48.15
STU01137,CN,TCP-IP,81.59,0.1,14,Easy,High,17,82.68,84.03,67.39
STU01013,OS,FileSystem,77.53,3.94,8,Easy,High,45,100.0,77.46,72.02
STU01135,DBMS,Transactions,68.13,1.32,9,Easy,Low,53,80.31,73.55,21.61
STU01102,ML,DecisionTrees,55.58,3.61,7,Hard,Medium,56,79.12,63.21,24.78
STU01148,Python,Exceptions,43.48,1.24,16,Easy,Medium,55,72.92,46.69,34.44
STU01255,OS,Scheduling,76.12,0.68,5,Easy,Medium,10,100.0,76.13,68.48
STU01433,Python,Exceptions,67.98,2.75,11,Medium,Medium,50,91.52,73.41,36.7
STU01332,Aptitude,Permutation,92.23,0.37,20,Hard,Medium,18,85.76,98.16,59.99
STU01188,OS,Memory,61.24,2.06,10,Easy,Medium,52,89.05,65.45,40.66
STU01015,OS,Threads,72.04,0.05,11,Easy,High,54,62.96,79.66,69.06
STU01092,ML,Regression,57.15,1.68,20,Medium,Medium,54,88.65,55.5,56.82
STU01219,Aptitude,Percentage,31.88,5.55,13,Easy,Medium,0,65.15,33.87,35.83
STU01320,Aptitude,Probability,83.72,2.85,15,Easy,Medium,60,93.28,70.76,66.66
STU01140,Aptitude,Algebra,66.19,2.36,11,Medium,Low,31,60.44,74.4,28.63
STU01478,Python,Functions,45.1,2.0,1,Medium,Low,41,55.57,53.49,4.05
STU01076,ML,Clustering,69.92,5.03,6,Medium,Low,34,91.75,77.87,46.12
STU01412,DSA,Searching,90.78,6.62,2,Medium,Low,12,75.75,88.07,69.7
STU01085,DBMS,Indexing,56.19,0.1,2,Medium,Low,7,77.8,64.4,31.08
STU01088,CN,Protocols,69.74,1.54,11,Easy,Medium,22,71.56,65.31,54.7
STU01223,DSA,LinkedList,87.04,8.68,4,Easy,Low,6,96.73,92.37,39.9
STU01423,DBMS,Normalization,72.8,5.14,5,Medium,Medium,15,91.68,79.48,55.1
STU01066,OS,Processes,67.11,0.29,2,Easy,Medium,29,59.8,94.86,42.06
STU01441,CN,Routing,46.12,2.85,13,Medium,High,32,63.29,52.49,51.88
STU01009,CN,DNS,66.23,5.51,20,Hard,Low,14,60.14,63.58,42.41
STU01023,Python,Decorators,28.08,0.8,17,Hard,High,39,57.79,43.08,16.93
STU01228,Python,Functions,57.99,0.27,19,Medium,Medium,23,92.11,66.71,49.26
STU01130,Python,Loops,80.57,0.03,1,Medium,High,57,74.39,79.51,51.35
STU01061,ML,Classification,97.41,2.96,19,Easy,Medium,55,63.48,98.85,68.52
STU01227,DBMS,Queries,60.34,4.36,17,Medium,Medium,39,64.34,65.35,49.45
STU01463,CN,DNS,67.47,1.02,10,Hard,Low,53,66.47,74.9,8.04
STU01135,OS,Deadlock,44.0,4.91,15,Medium,Medium,0,77.07,55.67,45.94
STU01378,OS,Processes,77.45,0.14,8,Easy,Low,46,76.13,86.36,42.66
STU01159,Python,Generators,68.41,7.14,18,Easy,High,43,78.63,78.76,79.46
STU01177,Aptitude,Percentage,35.55,0.46,2,Easy,High,24,97.05,26.62,44.88
STU01357,OS,Threads,97.71,1.57,2,Hard,Medium,39,58.14,100.0,40.82
STU01203,CN,Security,79.15,1.29,15,Easy,Low,49,69.78,84.52,52.17
STU01239,ML,DecisionTrees,85.47,5.98,9,Medium,High,50,51.06,99.69,65.42
STU01304,OS,Processes,47.45,4.82,1,Hard,Low,44,78.27,58.41,4.02
STU01335,Aptitude,Probability,52.23,3.0,9,Medium,High,43,98.87,42.31,51.68
STU01004,DBMS,SQL,51.23,4.8,5,Medium,Low,23,69.64,66.34,42.85
STU01274,OS,Scheduling,57.35,1.51,11,Hard,Low,3,87.18,75.94,32.33
STU01015,OS,Processes,35.05,0.8,19,Easy,Medium,30,63.71,38.53,27.61
STU01348,DSA,Sorting,70.79,0.76,17,Easy,Low,60,84.43,78.27,61.9
STU01353,ML,Classification,45.31,3.37,18,Medium,Low,39,71.27,34.0,16.53
STU01384,Python,Exceptions,45.17,2.41,6,Medium,Medium,44,67.0,54.76,33.67
STU01241,DSA,Graph,49.91,1.32,2,Hard,Low,49,83.44,52.84,1.62
STU01010,ML,Classification,64.87,1.78,9,Easy,Low,16,66.17,55.24,42.16
STU01005,Python,Generators,58.3,0.51,9,Hard,Low,20,62.6,45.2,28.19
STU01215,Aptitude,Percentage,99.08,1.56,18,Medium,High,6,56.85,100.0,70.79
STU01280,CN,Security,83.99,2.96,12,Hard,High,59,55.17,74.62,35.84
STU01253,Aptitude,Percentage,60.7,1.85,15,Easy,High,44,80.78,55.73,58.82
STU01285,Python,Loops,82.12,1.44,8,Medium,Medium,20,100.0,98.64,60.07
STU01084,DBMS,Normalization,91.14,0.35,14,Hard,Low,1,55.74,100.0,36.38
STU01272,Python,Decorators,77.13,5.19,4,Hard,Low,0,88.17,84.46,47.51
STU01101,CN,Protocols,62.01,0.03,14,Easy,Low,7,81.94,56.92,40.81
STU01099,ML,Regression,64.52,0.87,19,Hard,Low,39,81.56,79.26,34.52
STU01215,Python,Decorators,83.63,3.7,13,Medium,Low,45,66.41,95.32,49.74
STU01164,DSA,Sorting,50.55,2.22,12,Hard,Medium,28,76.46,36.9,17.71
STU01239,DBMS,ER-Model,53.91,6.36,17,Hard,High,27,71.53,73.72,56.68
STU01433,Aptitude,Probability,70.3,7.15,5,Hard,High,59,60.04,76.8,51.4
STU01298,Aptitude,Percentage,69.51,1.79,17,Hard,Low,56,73.72,55.05,15.45
STU01246,CN,TCP-IP,95.75,0.45,2,Medium,High,31,65.49,100.0,66.12
STU01087,OS,Memory,69.48,5.99,5,Medium,High,27,65.79,87.62,71.95
STU01215,OS,Scheduling,73.72,0.53,12,Hard,High,59,46.87,66.66,33.56
STU01398,CN,DNS,56.76,1.49,3,Medium,Medium,4,45.13,62.1,43.45
STU01245,DBMS,ER-Model,79.81,4.71,4,Hard,Medium,2,94.36,81.25,52.29
STU01118,OS,Memory,78.35,5.47,18,Hard,High,2,56.73,67.99,75.98
STU01460,Python,Functions,48.22,5.03,13,Hard,High,39,72.54,67.48,32.86
STU01036,OS,Memory,60.44,3.5,2,Medium,Low,30,93.71,59.79,43.53
STU01073,Aptitude,Probability,83.89,1.7,2,Hard,High,46,81.02,90.01,50.18
STU01307,Aptitude,Permutation,52.19,1.86,9,Medium,Medium,10,70.4,48.61,30.56
STU01011,OS,Processes,10.92,1.87,3,Hard,High,29,68.17,4.35,5.71
STU01317,OS,Processes,87.59,0.21,18,Medium,Low,52,80.27,89.49,49.63
STU01410,OS,Threads,49.22,2.06,10,Medium,Medium,12,74.67,49.6,40.64
STU01378,CN,Bandwidth,48.98,6.74,6,Medium,Low,20,81.58,49.76,41.44
STU01175,DBMS,Indexing,55.2,1.65,1,Easy,High,23,88.45,69.14,58.96
STU01157,ML,DecisionTrees,74.46,0.02,9,Easy,Medium,12,71.55,70.36,62.51
STU01176,Aptitude,Percentage,57.46,0.56,13,Easy,Medium,16,70.09,70.15,46.0
STU01283,Python,Decorators,61.47,1.57,16,Easy,Medium,31,94.5,71.35,58.26
STU01027,CN,DNS,92.61,2.95,4,Hard,High,40,100.0,100.0,46.5
STU01304,Python,OOP,99.85,5.19,17,Easy,Low,56,82.75,100.0,68.93
STU01430,DSA,Searching,62.52,1.42,2,Easy,High,6,61.67,72.48,68.91
STU01035,Aptitude,Probability,48.46,9.25,9,Medium,High,60,83.8,36.37,36.04
STU01015,Aptitude,Algebra,97.75,0.55,17,Hard,Low,28,92.85,100.0,56.75
STU01383,Aptitude,Percentage,100.0,2.09,7,Medium,High,47,78.7,100.0,73.3
STU01406,Python,Decorators,67.8,0.15,10,Hard,Low,52,82.45,74.2,21.68
STU01495,CN,TCP-IP,66.97,1.75,7,Easy,Medium,33,62.92,69.81,41.41
STU01471,CN,DNS,57.47,2.76,7,Easy,High,24,79.78,42.33,62.54
STU01472,DBMS,Transactions,47.48,1.99,10,Easy,High,58,68.33,44.56,42.85
STU01363,Aptitude,Algebra,68.39,12.53,19,Easy,High,54,79.56,88.2,82.35
STU01190,DSA,Sorting,100.0,2.32,4,Medium,Medium,1,46.51,100.0,59.77
STU01048,OS,FileSystem,76.35,4.72,6,Easy,Low,29,58.66,79.66,45.15
STU01471,Python,Generators,74.24,1.54,6,Medium,High,37,41.65,70.23,45.71
